Title,Product,Application ,Defect ID,Core Patch/Charts,Custom ms/Module/VM/Orchestration Zip,Comments/Instructions,Commit ID,Dependency,Released,Release Date,Item Type,Path
15.5.29 - CANCELLED,NEO,OUA,CDEX-252340,"
?Platform Charts:
 
attbsse-aua-10.4.29-prd15.5
ms360-security-10.7.79-33             
nap-common-10.6.349-40            
persistence-10.7.242-8        
platform-10.7.193-53       platform-config-10.7.87-10       
","
?Build:http://os-delivery-jenkins:8080/job/Delivery/job/ATT_AUA/job/att/job/prd15.5/29/
 
Orchestration Zip:
 
http://os-nexus2:8081/repository/att.yum.snapshot//com/amdocs/oss/aua/attbsse/orchestration/10.4.0.0.0-prd15.5-SNAPSHOT/orchestration-10.4.0.0.0-prd15.5-20230818.115917-2-src.zip
","
?TLC Version:
ATT MSs Image: 
Customization Image:
 ONI Image:
Reference Env:
 Master IP=10.247.147.167
 Node1 IP =10.247.147.205
Backup Build:
Storage Build:
","
?NA
",NA,FALSE,8/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.29,BriteBill,BriteBill,"CDEX-247513, CDEX-247517 ","
?NA
","
?NA
","
?NFT recommendationsNote : These changes are only applicable on multimode envs (NFT, SNPX, PROD, DR envs) 
","
?9871dbd72fc, 
3c80cd229d0,  
0d5eff0fb01 
",NA,TRUE,8/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.29,R1,RTB,CDEX-251001,"
?NA
","
?customerbill-enrichcustomerbill : 15.5.5
","
?NA
","
?c0cffc383b1
",NA,TRUE,8/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.30,D1,OH,CDEX-251832,"
?HF#49
","
?NA
","
?NA
","
?20b4f45bc70


Additional fix : cc5b7d9e114 (SOM/SVO rebrandings values)
",NA,TRUE,8/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.29,R1,RTB,CDEX-251422 CDEX-247630,"
?HF#114
","
?NA
","
?NA
","
?dac84dd56f1
",NA,TRUE,8/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.29,MMap,MMAP,CDEX-219265,"
?NA
","
?15.5.27
","
?To fix the issue ->Automated the stored procedure SP_DS_RP_MTI_SLA, Disable the bq21_1 and bq21_2 rules.
 
Also, we have to deploy below NR ATM Docker image on PRD, NPRD and DR environment of PI15.
 https://nexus.attmgmt.attbsse.amdocs.com/#browse/browse:amo-moneymap:v2%2Fmm-nodered-automation%2Ftags%2Fv9.4.5.3068
","
?NA
",NA,TRUE,8/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.31,D1,OH,CDEX-252767,"
?NA
","
?shippingorder-bridge : 15.5.33
","
?NA
","
?8da58bb86d2
",NA,TRUE,8/24/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,R1,RTB,CDEX-251001,"
?NA
","
?customerbill-enrichcustomerbill : 16.3.2
","
?NA
","
24fba4a4006
",NA,TRUE,8/24/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.32,MMap,MMAP,CDEX-252631,"
?NA
","
?15.5.27
","
?To fix this issue we need to deploy “Commented additional “Input_file.WriteToError” in “DS_BB_INVOICES” loader script to avoid writing logs to database.”
","
?NA
",NA,TRUE,8/24/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,MMap,MMAP,CDEX-251879,"
?NA
","
?16.2.9
","
?To fix this issue we need to deploy VM minor version 16.2.9 along with below mentioned NR ATMDocker image.https://nexus.attmgmt.attbsse.amdocs.com/#browse/browse:amo-moneymap:v2%2Fmm-nodered-automation%2Ftags%2Fv9.4.6.3068
","
?NA
",NA,TRUE,8/24/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,D1,OC;#OH;#RTB,NA,"
?NA
","
?NA
","
??These are CRD changes - Open source upgrade of yaml
Not specific to any specific ITRapply in PET and PROD CRD files
","
?c52af69bc3b
1764dbfcfe4
",NA,TRUE,8/24/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.32,D1,OC,CDEX-255214 ?Pre-requisites as per Core GOT Guidelines for Blue 22.12 Env Preparation (For PET2),"
?HF#91
","
?NA
","
NA","
?02d3aecfb1f 
",NA,TRUE,8/24/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.32,D1,OC,CDEX-255214 ?Pre-requisites as per Core GOT Guidelines for Blue 22.12 Env Preparation (For PET2),"
?MPP HF#126
","
?NA
","
Note: All 3 PLs should be executed in Install
Mode ONLY.","
?14f5eec0a2e
",NA,TRUE,8/24/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.32,C1;#D1;#R1,OC;#C1;#OH;#RTB,CDEX-255214 ?Pre-requisites as per Core GOT Guidelines for Blue 22.12 Env Preparation (For PET2),"
?Baseline ED: 22.09.01.125
","
?NA
","
NA","
?b58675a857f
",NA,TRUE,8/24/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.33,D1,OC,CDEX-252217,"
?NA
","
?NA
","
?NA
","
?64e550ad28f
",NA,TRUE,8/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,D1,OC,CDEX-252217,"
?NA
","
?NA
","
?NA
","
?837b3280607
",NA,TRUE,8/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,D1,OH,CDEX-252767,"
?NA
","
?shippingorder-bridge : 16.4.7
","
?NA
","
?4e8d000742f
",NA,TRUE,8/21/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,D1;#C1;#R1,OC;#C1;#OH;#RTB,EDs Adoption for master - Green - GOT on PET2,"
BASELINE_ED:22.12.01.64
","
NA","
EDs Adoption for master - Green - GOT on PET2","
49c74702986

6b7bbfee4ad",NA,TRUE,8/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.33,NEO,OUA,CDEX-252340 CDEX-252918,"
attbsse-aua-10.4.30-prd15.5
ms360-security-10.7.79-33
nap-common-10.6.349-40
persistence-10.7.242-8
platform-10.7.193-53platform-config-10.7.87-10","
Build:http://os-delivery-jenkins:8080/job/Delivery/job/ATT_AUA/job/att/job/prd15.5/30/Orchestration Zip: http://os-nexus2:8081/repository/att.yum.snapshot//com/amdocs/oss/aua/attbsse/orchestration/10.4.0.0.0-prd15.5-SNAPSHOT/orchestration-10.4.0.0.0-prd15.5-20230825.121004-3-src.zip","
Reference Env:
 Master IP=10.247.147.167
 Node1 IP =10.247.147.205","
NA",NA,TRUE,8/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.33 - On Hold!!!,C1;#D1;#R1,OC;#C1;#OH;#RTB,CDEX-251434,"
?Baseline ED: 22.09.01.126
","
?NA
","
NA","
bbfb19864a5
",NA,FALSE,8/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,BriteBill,BriteBill,ITR16.3 Baseline,"
BB classic version -2.240.5.
","
NA","
Please perform template patching after classic deployment,We also have some MySQL DB changes,
Please execute attached sql script for the same.","
commit -ca4ea81a2fb
SKY-FM Fallout Management Integration commit -75f45f7f73f
 IB dashboard module change commit - d1042d2183c",NA,TRUE,8/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,C1,C1,ITR16.3 C1 Zip Files,"
NA","
NA","

BP: cb-export/CatalogOne_BackUps/PI16/ITR16.3/Drop_23_03/Business_Parameter_c1mst2303_10-08-2023_02_49_20_Drop23_03_PI16.3.zipFD:cb-export/CatalogOne_BackUps/PI16/ITR16.3/Drop_23_03/FD_c1mst2303_10-08-2023_02_49_20_Drop23_03_PI16.3.zip","
NA",,TRUE,8/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,C1,C1,ITR16.2 Baseline,"
C1HF12
","
NA","
NA","
accac1aba62
",NA,,8/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,D1,OC,ITR16.2 Baseline,"
OCHF#60
","
NA","
NA","
227754eb4ea
",NA,,8/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,D1,OH,ITR16.2 Baseline,"
OHHF#23
","
NA","
NA","
b4734fc7633
cef016f0fa2
50903b785b9
",NA,,8/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,D1,OC,ITR16.2 Baseline,"
CE HF#4
","
NA","
NA","
07fa2f95695
",NA,,8/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,D1,OC,ITR16.2 Baseline,"
MASSHF#10
","
NA","
NA","
9e8dde07505
",NA,,8/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,D1,OC,ITR16.2 Baseline,"
CareHF#30
","
NA","
NA","
8f53d2803f0
",NA,,8/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,D1,OC,ITR16.2 Baseline,"
Common Services HF#1
","
NA","
NA","
68383a4b835
",NA,,8/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,D1,OC,ITR16.2 Baseline,"
MPP HF#126
","
NA","
Note: All 3 PLs should be executed in Install
Mode ONLY.","
b7a902dfecd
",NA,,8/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,R1,RTB,ITR16.2 Baseline,"
RTB HF#37","
NA","
NA","
8ede88ae368
",NA,,8/27/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.33,R1,RTB,CDEX-252263 CDEX-252489 CDEX-252523 CDEX-251612,"
RTB HF#116","
?NA
","
NA","
d7edc67220f
",NA,TRUE,8/28/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.00,D1,OC,BSSE-76207,"
NA","
NA","
Drop below two buckets as new buckets will replace with
this.

oc_cust_persist
c1_cust_persist","
NA",NA,FALSE,8/28/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.33,D1,OC,CDEX-245168,"
NA","
NA","
Before running CD  helm uninstall below MSs:
 engagement-center-application
case-management-application
searchmanagement-graphqlexperience
","
441dd051ee0
fac5ac67c3f
f14513d0507",NA,TRUE,8/28/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,D1,OC,CDEX-245168,"
NA","
NA","
Before running CD  helm uninstall below MSs:
 engagement-center-application
case-management-application
searchmanagement-graphqlexperience
digitalexp-ui-b2b-app-rel","
0606f727b92
b9c678466cc
5ee9d18b80c",NA,TRUE,8/28/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.33,iPaaS,Sky-Force,CDEX-252177,"
NA","
o2awf: 7952
 o2aportalui:7953","
NA","
7453e61a173
",NA,TRUE,8/28/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,iPaaS,Sky-Force,CDEX-252177,"
NA","
o2awf:7954
 o2aportalui:7955","
NA","
e40f617cb83
",NA,TRUE,8/28/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.6.00,D1,OC,NA,"
NA","
NA","
Uninstall below listed MSs and also delete associated resources (if any**):

error-management
highvolumeorder-subdomain
highvolumeorder-highvolumeorder
highvolumeorder-stepintegration
pa-subdomain
pa-proposalandagreement","
7f4adb21c7b
e0635d4b1bf
d0f94936ed3
",NA,FALSE,8/28/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,D1;#R1,OC;#OH;#RTB,CDEX-238148,"
NA","
NA","
Move folder applicationcontext-subdomain   from
profileValues/customEnvType/nft/products/ec to
profileValues/customEnvType/nft/products/csr","
c821d7e62b8
",NA,TRUE,8/28/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.33,NEO,OUA,CDEX-252400,"
NA","
NA","
Update HSS Group ID field from OUA “Activation configuration” GUI for HSS Interface 1 and HSS Interface 2 from LBL to HC7.
 
Also run the below update statement.
 
UPDATE poolid_2_leastutilizedhss_lookup SET hssgroupid='HC7';
COMMIT;","
NA",NA,TRUE,8/28/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.33,D1,OC,CDEX-252968,"
NA","
NA","
NA","
d28867189d4
",NA,TRUE,8/28/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.00,D1,OC,CDEX-252968,"
NA","
NA","
NA","
72637762d06
",NA,TRUE,8/28/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.34,D1,OH,CDEX-251362 CDEX-253408,"
NA","
NA","
NA","
3ae7b355236
",NA,TRUE,8/29/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.01,D1,OH,CDEX-251362 CDEX-253408,"
NA","
NA","
NA","
abc1ce01153
",NA,TRUE,8/29/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.01,D1,OC,1183318-070623,"
NA","
NA","
1. please check if you have platform-shared-lib branch 1.37.5 on site, If not copy branch from DVC BitBuckethttps://amobucket:7990/projects/AMO/repos/platform-shared-lib/browse?at=refs%2Fheads%2F1.37.5
 2. Go to Jenkins platform-cd pipeline of 2303 and change Jenkins parameter SHAREDLIB_GIT_BRANCH value to 1.37.53. Go to CRD Jenkins pipeline and change their SHAREDLIB_GIT_BRANCH Jenkins parameter to 1.37.5","
NA",NA,TRUE,8/29/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.34,R1,RTB,CDEX-251394,"
RTB HF#117","
NA","
NA","
7dec63e718b
",NA,TRUE,8/29/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.01,R1,RTB,CDEX-251394,"
RTB HF#117","
NA","
NA","
db33880a8bc
",NA,TRUE,8/29/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.34,D1,OC,CDEX-251390,"

OC HF#96","
NA","
NA","
df86eeaa3a5
",NA,TRUE,8/29/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.02,R1,RTB,CDEX-252320 CDEX-250958,"
RTB HF#39","
NA","
NA","
f0ad84c0c03
",NA,TRUE,8/30/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.02,D1,OC,NA,"
OC HF#63","
NA","
NA","
63b5677480d
",NA,TRUE,8/30/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.02,D1,OC,NA,"
Care HF#31","
NA","
NA","
6765909c4b2
",NA,TRUE,8/30/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.35,R1,RTB,CDEX-252360,"
RTB HF#118
","
NA","
NA","
121f1a3d21f
",NA,TRUE,8/30/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.35,R1,RTB,CDEX-251396,"
NA","
NA","
Step1: Temporary Index to update
CREATE INDEX customerbill_bill_docType_jobId_idx
 ON `default`:`rtb_CB1`.`RTBCustomerBill`.`customerbill`(`jobId`,`docId`) 
 WHERE ((`__docType` = 'CustomerBill') and (`jobId` = 'ApproveCycle'))
Step2: Get count of impacted docs
SELECT COUNT(bll.docId) as count
 FROM `rtb_CB1`.`RTBCustomerBill`.`customerbill` AS bll
 WHERE bll.__docType=""CustomerBill""
 AND bll.jobId=""ApproveCycle"";
Step3: update the doctype
UPDATE `rtb_CB1`.`RTBCustomerBill`.`customerbill` AS bll
 SET __docType=""CustomerBillControlDocument""
 WHERE bll.__docType=""CustomerBill""
 AND bll.jobId=""ApproveCycle"";
Step4: drop temp index
DROP INDEX `customerbill_bill_docType_jobId_idx` ON `default`:`rtb_CB1`.`RTBCustomerBill`.`customerbill`;","
NA",NA,TRUE,8/30/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.35,R1,RTB,CDEX-252360,"
NA","
NA","
NA","
9b31467db01
",NA,TRUE,8/30/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.03,R1,RTB,CDEX-252360,"
NA","
NA","
NA","
f00d63feb31
",NA,TRUE,8/30/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.35,D1,OH,CDEX-253659,"
?NA
","
?shippingorder-bridge : 15.5.39
","
?NA
","
?eef8d452066
",NA,TRUE,8/30/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.36,D1,OC,CDEX-251264,"
?NA
","
?catalogoneintegration-outboundfilte : 15.5.24
","
?NA
","
?f49ae90a6bb
",NA,TRUE,8/30/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.03,D1,OC,CDEX-251264,"
?NA
","
?catalogoneintegration-outboundfilte:16.4.15
","
?NA
","
?549ff5f78a5 
",NA,TRUE,8/30/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.03,D1,OC,Remove  BS ingress creation,"
NA","
NA","
NA","
d78dac29d82
",NA,TRUE,8/31/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.03,D1,OH,CDEX-253659,"
NA","
shippingorder-bridge:16.4.14

","
NA","
da229469732
",NA,TRUE,8/31/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.37,R1,RTB,BSSE-69866,"
?NA
","
?NA
","
?This change is only for PET/SNP/PROD env (Not for QE env).?
RN15.5.37 will contain ONLY these changes, no other changes can be taken along with this change.
Verify if configs are updated post the deployment of RTB pipeline in app-customerbill-billdataextract config map. **This is the first RN to be deployed for the featureBSSE-68250
","
?4d2231b27a4
",,TRUE,8/31/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.39,R1,RTB,BSSE-69868,"
?NA
","
?NA
","

This change is only for PET/SNP/PROD env (Not for QE env).
RN15.5.39 will contain ONLY these changes, no other changes can be taken along with this change.
 We can deploy this RN only after RN15.5.38 is deployed in env. 
 So, it can be taken in QE/Prod in next deployment window afterRN15.5.38 is deployed.
 Check if last eventId of FinalizedBill topic is present in FinalizedBill_v4 topic and last eventId of productOrderFutureOrderItemNotification topic is present  in FutureProductOrderItemChangeEventTopic_v4_0  topic. 
 If yes, then deploy this RN in next deployment window.
  
Verify if configs are updated post the deployment of RTB pipeline in app-customerbill-acbrimpactevent and app-customerbill-customerbill config maps
  ** This is the 3rd RN to be released as part ofBSSE-68250
","
?
974de23f00b
 e454ed83b83
",RN15.5.38,TRUE,8/31/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.38,R1,RTB,BSSE-69867,"
?NA
","
?NA
","
?

This change is only for PET/SNP/PROD env (Not for QE env).
RN15.5.38 RN will contain ONLY this change, no other changes can be taken along with this change.
 We can deploy this RN onlyafter few hours/days/month after RN15.5.37 is deployed. So, it can be taken in PET/SNP/PROD in next deployment window after RN15.5.37 is deployed. 
Verify if configs are updated post the deployment of RTB pipeline in app-customerbill-acbrimpactevent and app-customerbill-customerbill config maps
** This is the 2nd RN to be released as part ofBSSE-68250","
?
1db0065e62e
 ca74d3424ef
",RN15.5.37,TRUE,8/31/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.03,D1,OC,NA,"
OCHF#64
","
NA","
NA","
3020e12e5e8
",NA,TRUE,8/31/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.03,D1,OH,NA,"
OHHF# 24
","
NA","
NA","
0c56549a5d3
",NA,TRUE,8/31/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.03,R1,RTB,CDEX-251915 CDEX-252735,"
RTBHF#40
","
NA","
NA","
88f665ce56a
",NA,TRUE,8/31/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.03,D1,OC;#C1;#OH;#RTB,NA,"
MPPversion 127
","
NA","
Note: All3 PLs should be executed inInstall Mode ONLY.
","
85c294612f4
",NA,TRUE,8/31/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.36,R1,RTB,CDEX-247275,"
NA","
customerbill-billpopulation:15.5.7","
?NA
","
cbb5f39181c
",NA,TRUE,8/31/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.03,R1,RTB,CDEX-247275,"
NA","

customerbill-billpopulation:16.4.9","
?NA
","
6b1d205dfde
",NA,TRUE,8/31/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.40,MMap,MMAP,BSSE-75332,"
?NA
","
?NA
","
BSSE-75332 has been developed in ITR 16.4 and was requested to down port to PI15.
Downported deployment package has been provided as part of below NR ATM docker image. We need to deploy on PROD and DR Env.
 Below are the details:
Nexus link :https://nexus.attmgmt.attbsse.amdocs.com/#browse/browse:amo-moneymap:v2%2Fmm-nodered-bpm%2Ftags%2Fv9.4.5.221
","
?NA
",NA,TRUE,8/30/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.40,MMap,MMAP,CDEX-253084,"
?NA
","
15.5.29
","
Added a validation to filter data to be inserted on the table DS_RP_BILLING_TIMELINESS
","
?NA
",NA,TRUE,9/2/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.04,MMap,MMAP,CDEX-253084,"
?NA
","
16.3.8
","
Added a validation to filter data to be inserted on the table DS_RP_BILLING_TIMELINESS
","
?NA
",NA,TRUE,9/2/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.04,MMap,MMAP,CDEX-253687,"
?NA
","
16.3.8
","
Changed path on the data source to avoid issues.","
?NA
",NA,TRUE,9/2/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.40,NEO,OSO,CDEX-250951,"
?NA
","
?NA
","
Add the following configuration in som-tmf622 Java non proxy host
som-tmf622-service:
  tmf622:
    jvm:
      options: ""-XX:+UseG1GC -XX:ParallelGCThreads=2 -Dhttp.proxyHost=proxy.nonprod.att.com -Dhttp.proxyPort=3128 -Dhttps.proxyHost=proxy.nonprod.att.com -Dhttps.proxyPort=3128 -Dhttp.nonProxyHosts=""*.local|*dop-backend|*.amdocs.com|*.attmgmt.attbsse.amdocs.com|*.attbsse.amdocs.com|*.attmgmt.amdocs.cloud|*-ipaas.svc|*.vault.azure.net""|*platform-platform-manager”
 Note – This HF needs to be applied to all TORCH integrated Env","
?NA
",NA,TRUE,9/2/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.04,NEO,OSO,CDEX-250951,"
?NA
","
?NA
","
Add the following configuration in som-tmf622 Java non proxy host
som-tmf622-service:
  tmf622:
    jvm:
      options: ""-XX:+UseG1GC -XX:ParallelGCThreads=2 -Dhttp.proxyHost=proxy.nonprod.att.com -Dhttp.proxyPort=3128 -Dhttps.proxyHost=proxy.nonprod.att.com -Dhttps.proxyPort=3128 -Dhttp.nonProxyHosts=""*.local|*dop-backend|*.amdocs.com|*.attmgmt.attbsse.amdocs.com|*.attbsse.amdocs.com|*.attmgmt.amdocs.cloud|*-ipaas.svc|*.vault.azure.net""|*platform-platform-manager”
 Note – This HF needs to be applied to all TORCH integrated Env","
?NA
",NA,TRUE,9/2/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.40,R1,RTB,CDEX-252319,"
RTB HF#120","
?NA
","
NA","
3934cc014bc
",NA,TRUE,9/2/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.04,D1,OC,NA,"
OCHF#66
","
?NA
","
?NA
","
7c2f33b2e8d
",NA,TRUE,9/3/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.04,R1,RTB,NA,"
RTBHF#42
","
?NA
","
?NA
","
747ee9652a0
",NA,TRUE,9/3/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.35,C1,C1,HPA (Horizontal Pod AutoScaler) - pod replicator,"
C1 HF#22
","
NA","
NA","
a7852d6d98f
",NA,TRUE,9/4/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.35,D1,OC,HPA (Horizontal Pod AutoScaler) - pod replicator,"
MPP HF#129
","
NA","

Note: All 3 PLs should be executed in Install

Mode ONLY.","
b8fe0cefc55
",NA,TRUE,9/4/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.05,R1,RTB,CDEX- 251001,"
NA","
customerbill-enrichcustomerbill:16.4.3
","
?NA
","
c50852708b1
",NA,TRUE,9/4/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.5.00,NEO,OUA,ITR16.5 Baseline,"
attbsse-aua-10.4.2640-develop
ms360-security-10.7.88-20
nap-common-10.6.368 -16
persistence-10.7.279-10
platform-10.7.225-38platform-config-10.7.96-4","
Build:http://os-delivery-jenkins:8080/job/Delivery/job/ATT_AUA/job/att/job/develop/2640/

Orchestration Zip: http://os-nexus2:8081/repository/att.yum.snapshot//com/amdocs/oss/aua/attbsse/orchestration/10.4.0.0.0-develop-SNAPSHOT/orchestration-10.4.0.0.0-develop-20230904.131559-14-src.zip

","

Reference Env:
Master IP =10.247.146.155
Node1 IP =10.247.146.206
OUA Simulators:att_simulators_16.5.tar
","
NA",NA,TRUE,9/4/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.41,iPaaS,Sky-View;#Sky-Force,BSSE-79673  CDEX-241998,"
Sky-View



Sky-Force:o2adb:7983

Sky-Force:o2awf:7984Sky-Force:ogeg:7985
","
?NA
","
NA","
b35225203d5
53f9b3d0689",NA,TRUE,9/5/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.41,D1,OC,CDEX-238148,"
NA","
NA","
NA","
f167aff54c8
",C1 2212 HF#22,TRUE,9/5/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.05,D1,OC,CDEX-238148,"
NA","
NA","
NA","
f459b28c8da
",C1 2303 HF#15,TRUE,9/5/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.05,D1;#C1,C1,NA,"
C1HF#15
","
NA","
NA","
2873a1383fa
",NA,TRUE,9/5/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.05,D1,OC,CDEX-254772,"
OCHF#70
","
NA","
NA","
021cab419d2
",NA,TRUE,9/5/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.05,D1,OC,NA,"
OHHF#25
","
NA","
NA","
407bea4cccd
",NA,TRUE,9/5/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.05,D1,OC,NA,"
MPPHF#129
","
NA","
Note: All3 PLs should be executed inInstall Mode ONLY.
","
07229b55287
",NA,TRUE,9/5/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.41,C1,C1,CDEX-238148,"
C1 HF#22","
NA","
NA","
a7852d6d98f
",NA,TRUE,9/5/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
16.3.06,R1,RTB,BSSE-76145,"
NA","

cfm-bridge:16.5.2","
NA","
8b403d97c4c
",,TRUE,9/7/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.42,R1,RTB,CDEX-253482 CDEX-254529 CDEX-252843,"
RTB HF#125","
NA","
NA","
ca5e08a2875
",,TRUE,9/7/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.42,iPaaS,iPaaS,CDEX-255397,"
?NA
","

?
ogdb, ogws, ogmon : 4967
ogesb_adapter : 4968portalui : 4969
","
NA","
?7e3b704933d
",NA,TRUE,8/30/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
15.5.42,iPaaS,Sky-Force,CDEX-255397,"
?NA
","
?O2adb :  7992
O2awf :  7993
Ogeg 7994Portal UI: 7995
","
NA","699219b34b7
",NA,TRUE,8/30/2023,Item,sites/ATTBSSEvolutionDevTeam/Lists/RN
